HostId,HostName,HostSince,HostResponseRate,HostIsSuperhost,HostNeighborhood,HostListingCount
13264825,Barbara,2014-03-18,N/A,t,Queen Anne,3
49112899,Supriya,2015-11-15,100%,f,North Admiral,3
4578252,Eric,2013-01-03,N/A,t,Mount Baker,1
217216000,Danielle,2018-09-25,N/A,f,Meadowbrook,1
7260100,Annastasia,2013-07-03,100%,t,North Delridge,1
217279132,Tara,2018-09-25,90%,f,South Delridge,1
27192842,John,2015-02-04,100%,t,Roosevelt,2
215744767,Nw,2018-09-16,N/A,f,,5
30613974,Ryan,2015-04-04,N/A,f,Green Lake,1
118266085,Jordan,2017-02-26,N/A,f,Capitol Hill,1
15402446,Vibhav,2014-05-12,N/A,f,,1
53465484,Leon,2016-01-05,100%,f,Magnolia,1
217951368,Shaun And Zubin,2018-09-29,100%,t,Ballard,1
218083172,Martha,2018-09-30,100%,f,North Beacon Hill,0
419674,Yiting,2011-03-02,N/A,t,Minor,1
35964620,Stacey,2015-06-16,100%,t,Minor,1
25553518,Dean,2015-01-03,100%,f,Madrona,0
211719637,Denise,2018-08-25,100%,t,Capitol Hill,2
218332673,Bryant,2018-10-01,100%,f,Green Lake,1
89038794,Mike,2016-08-10,100%,t,Bryant,4
10681352,Kelly,2013-12-17,100%,f,Pioneer Square,2
4953890,Nancy,2013-02-03,N/A,f,Ballard,1
79354480,Alexa,2016-06-22,67%,f,Stevens,1
218805459,Eric,2018-10-04,100%,f,South Lake Union,10
36226774,JoAnn,2015-06-19,100%,t,South Delridge,1
182268086,Juliana,2018-04-03,100%,f,,0
28452678,Belle & G,2015-02-27,100%,t,,2
38863755,Forrest,2015-07-18,N/A,f,Minor,1
81928130,Hannah,2016-07-05,N/A,f,University District,1
136416705,Ardith,2017-06-22,N/A,t,Magnolia,1
32201221,Jackie,2015-04-29,100%,t,North Beacon Hill,1
147157714,Joshua,2017-08-22,N/A,f,Dunlap,4
61874761,Geoff,2016-03-06,100%,t,Madrona,1
28822493,Hari,2015-03-05,N/A,f,Columbia City,3
64588780,Huzail,2016-03-27,N/A,f,,1
36960707,Akash,2015-06-28,100%,f,South Scottsdale,35
50422481,Jacqueline,2015-12-03,N/A,t,,3
130650306,George,2017-05-16,100%,f,Queen Anne,3
105615379,Stalin,2016-11-29,N/A,f,South Lake Union,1
41653284,Scott,2015-08-16,100%,t,Genesee,2
21175146,Emily,2014-09-10,N/A,f,Wallingford,0
128434816,Rachel,2017-05-01,N/A,f,Lower Queen Anne,1
221024385,Patrick,2018-10-16,N/A,f,Belltown,1
193495597,Harvey,2018-06-04,N/A,f,Pioneer Square,1
6858961,Tod,2013-06-11,N/A,f,,1
5259943,Sean & Caroline,2013-02-28,100%,t,North Admiral,1
221424541,Gilbert,2018-10-18,100%,f,North Beacon Hill,1
7717515,Wendy,2013-07-25,100%,t,Queen Anne,1
155139469,Helen,2017-10-18,100%,f,Phinney Ridge,1
621691,Rachael,2011-05-24,N/A,t,Ravenna,1
82555495,Brian,2016-07-08,100%,t,Stevens,3
93526377,Alyssa,2016-09-04,N/A,f,Fremont,1
15451602,David,2014-05-13,100%,t,North Beacon Hill,1
25802692,Robert,2015-01-08,100%,t,Roosevelt,1
5536356,Andrea,2013-03-19,N/A,f,Victory Heights,1
151989756,Carri,2017-09-25,100%,t,Phinney Ridge,1
222324714,Jayme,2018-10-24,67%,t,,1
14366778,Chris,2014-04-16,94%,f,Greenwood,6
12898584,Gretchen,2014-03-07,N/A,t,North Beach/Blue Ridge,1
222888240,Jen,2018-10-27,N/A,f,Bitter Lake,1
223087943,Alice And  Lynn,2018-10-29,N/A,t,Mathews Beach,1
117448940,Lisa,2017-02-21,N/A,f,Queen Anne,1
865961,James,2011-07-25,100%,t,Montlake,1
21892416,Amanda,2014-09-28,N/A,f,Ballard,1
223248326,Emma,2018-10-29,N/A,t,Eastlake,1
26521306,Megan,2015-01-22,N/A,f,Fremont,1
223339841,James,2018-10-30,100%,f,South Delridge,1
33376933,Vivian,2015-05-14,100%,f,Capitol Hill,2
11697992,Bryan,2014-01-27,40%,f,Cambridge,11
39880373,Better Vacations,2015-07-29,99%,f,Five Points,35
23783730,Yashovardhan,2014-11-15,N/A,t,Roosevelt,1
118600611,Joanna,2017-02-28,100%,f,Ravenna,1
21528698,Tara,2014-09-19,100%,t,Ballard,1
82377119,Michael,2016-07-07,100%,t,North Beacon Hill,1
224032326,Carl&Nozomi,2018-11-03,N/A,t,North Beacon Hill,1
10132017,Mariel,2013-11-19,N/A,t,Brighton,1
7611538,Heather,2013-07-20,N/A,f,Roosevelt,1
100605868,Sharebnb,2016-10-21,100%,t,Central City,472
8004744,Aimee,2013-08-07,N/A,t,,1
7782579,Peter,2013-07-28,N/A,f,,1
3738871,Ashley,2012-10-02,100%,t,,1
224574879,Vivian,2018-11-06,100%,f,Minor,1
10079926,Caitlin And Stefano,2013-11-17,N/A,f,North Beacon Hill,1
224683101,Mark,2018-11-07,100%,f,Ballard,1
50893,Chris,2009-11-02,100%,f,Capitol Hill,9
224724210,Daniel,2018-11-07,100%,f,Minor,1
70879062,Matthew,2016-05-08,N/A,f,Eastlake,1
36438971,Naama,2015-06-22,N/A,f,,1
82587302,Zeina,2016-07-09,N/A,f,,1
225034304,Julie,2018-11-09,100%,t,Columbia City,4
78530744,Roderick,2016-06-19,100%,f,Rainier Beach,1
1774792,Jon,2012-02-19,N/A,f,Phinney Ridge,0
9452540,Kristin,2013-10-15,100%,t,Leschi,1
24127926,Rebekah And Jacob,2014-11-24,N/A,t,,1
34169879,Anu,2015-05-25,100%,f,North Beacon Hill,1
10697929,Jenn,2013-12-18,N/A,t,Pike Place Market,1
29864534,Michael,2015-03-23,100%,t,The Junction,1
14290575,Kathryn,2014-04-14,N/A,t,Pioneer Square,1
116260549,Andrew,2017-02-13,N/A,f,,1
226137890,Xenia,2018-11-17,96%,f,Belltown,13
75658917,Mindy,2016-06-03,100%,t,Miller Park,1
108049935,Talman,2016-12-21,N/A,t,Magnolia,1
201624129,Nancy,2018-07-11,100%,f,Fremont,1
56120416,Colleen,2016-01-25,100%,t,Laurelhurst,0
226567512,Kamry,2018-11-19,100%,f,Licton Springs,1
224495142,Joel,2018-11-06,100%,f,,1
50487726,Abigail & Justin,2015-12-03,90%,t,The Junction,2
22653808,Ashley,2014-10-17,100%,t,North Beacon Hill,1
117439453,Jared,2017-02-21,N/A,f,,2
226718992,Ashish,2018-11-20,N/A,f,,1
52546834,Alice,2015-12-28,N/A,f,Minor,0
18228620,Victoria,2014-07-17,100%,f,Laurelhurst,1
215426444,Junming,2018-09-14,100%,f,Mount Baker,7
227318704,Carey,2018-11-24,N/A,f,North Beacon Hill,1
18988566,Lisa,2014-07-27,N/A,f,Minor,1
92257724,Brynn,2016-08-28,N/A,f,Minor,1
4371576,Ellen And Tom,2012-12-10,100%,t,Broadview,1
39065922,Rachel,2015-07-20,0%,f,Windermere,1
4654063,Ken,2013-01-10,100%,t,Phinney Ridge,1
8570638,Brian & Leslie,2013-09-01,100%,t,Ballard,3
7807725,Charles,2013-07-29,100%,t,North Beacon Hill,1
53363311,Daniel,2016-01-04,N/A,f,Magnolia,2
926290,Henry,2016-04-21,100%,t,Minor,1
27687620,Alicia,2015-02-13,N/A,f,Belltown,1
228162888,Khoi,2018-11-29,100%,t,Minor,1
228409668,Edward,2018-11-30,100%,t,Olympic Hills,1
228443514,Peter,2018-11-30,100%,t,Wedgewood,1
25112948,Lori,2014-12-22,N/A,f,,1
191294398,Susan,2018-05-23,100%,t,Wallingford,1
20945727,Selly,2014-09-04,N/A,f,Belltown,0
56004960,Andrew,2016-01-25,N/A,t,Wallingford,5
228982176,Katie,2018-12-03,100%,t,Madison Park,1
228721932,Rickie,2018-12-02,100%,t,Minor,1
78409640,Lit,2016-06-18,100%,t,,3
5394186,Sara,2013-03-09,N/A,f,Green Lake,1
229095817,Loftium,2018-12-04,98%,f,Cory - Merrill,467
229337083,Stephanie,2018-12-05,100%,t,Madison Park,2
229768950,Nani,2018-12-08,N/A,t,Riverview,2
213780268,Megan,2018-09-05,N/A,f,,1
161664118,Kaitlyn,2017-12-07,N/A,f,University District,1
10274827,Sandra,2013-11-26,N/A,t,Laurelhurst,1
106308808,Elizabeth,2016-12-05,N/A,f,Queen Anne,1
230248235,Allyson,2018-12-11,88%,t,,1
118384,Molly,2010-05-04,N/A,f,Gatewood,1
192203748,Daniela,2018-05-29,N/A,f,,1
230270645,Martha,2018-12-11,100%,t,Green Lake,1
80817353,Lacey,2016-06-29,N/A,t,North Delridge,1
133282491,Renate,2017-06-03,100%,t,Seaview,1
124169110,Nicole,2017-04-04,N/A,f,,1
230715390,Sean,2018-12-14,100%,t,,1
230838662,Jenny,2018-12-15,100%,t,North Beacon Hill,1
11983260,Mahnaz,2014-02-05,100%,t,Queen Anne,2
210184109,Chris,2018-08-17,N/A,f,Greenwood,1
31116549,Amy,2015-04-13,N/A,t,North Beacon Hill,1
54070659,Bob,2016-01-10,100%,t,Ballard,1
231340748,Alice,2018-12-18,100%,t,Wallingford,2
230457966,Trudy,2018-12-13,40%,f,Capitol Hill,1
93908277,Paema,2016-09-06,N/A,t,Phinney Ridge,2
190346672,Enelmar,2018-05-18,100%,f,South Delridge,1
9081556,Aaron,2013-09-27,N/A,t,Mount Baker,1
27821253,Yosuke,2015-02-16,100%,t,Minor,1
232402553,Grace,2018-12-25,100%,f,Greenwood,1
777748,Michal,2011-07-04,100%,t,North Beacon Hill,1
84470311,Parker,2016-07-18,89%,f,Capitol Hill,3
4746434,Stacy,2013-01-17,N/A,t,University District,1
52988651,Cathy,2016-01-01,100%,f,Stevens,4
127069597,Richard,2017-04-22,N/A,t,Dunlap,2
233495521,Spencer,2018-12-31,N/A,f,North Delridge,1
210731176,Tricia And Isaac,2018-08-20,100%,f,Stevens,5
162159097,Donald,2017-12-10,83%,f,Stevens,2
155645574,Annie,2017-10-21,N/A,f,Ballard,1
26369035,Mardee,2015-01-19,N/A,t,Magnolia,1
233935420,Michael,2019-01-02,100%,f,Dunlap,0
21888037,Quincy,2014-09-28,N/A,f,Eastlake,1
234147890,Robert,2019-01-03,100%,t,Seward Park,1
26509491,Clay,2015-01-22,N/A,f,Montlake,1
32701707,Elise,2015-05-05,N/A,f,Meadowbrook,1
77193668,Maxim,2016-06-12,N/A,t,Minor,1
164169979,Emily,2017-12-25,N/A,f,Ravenna,1
126255470,Lorrie,2017-04-17,N/A,t,Bitter Lake,1
6522232,Kevin,2013-05-22,N/A,t,North Beacon Hill,1
4313679,Kaili,2012-12-03,83%,t,Wallingford,1
3690557,Minh,2012-09-27,100%,t,Roxhill,1
159544835,Noah,2017-11-21,100%,f,Victory Heights,1
14686418,Zeynep,2014-04-24,N/A,f,Capitol Hill,1
235543653,Bernard,2019-01-09,100%,t,North Beacon Hill,1
235362223,Lora,2019-01-09,100%,t,Queen Anne,1
54914134,Lea,2016-01-16,100%,t,Ballard,1
19141273,Mike,2014-07-30,N/A,f,Wallingford,1
3483619,Avtar,2012-09-05,N/A,t,Fremont,1
235955031,Bruce,2019-01-11,100%,t,Ballard,1
1488775,Melody,2011-12-09,100%,t,Capitol Hill,2
48005494,Zeus,2015-11-02,100%,t,Potrero Hill,1766
138259432,Liza,2017-07-03,N/A,f,,1
236572187,Karen,2019-01-14,N/A,t,Queen Anne,1
236598443,Scott,2019-01-14,N/A,t,Queen Anne,1
13340623,Christel,2014-03-20,83%,t,Madrona,1
75632952,Nityia,2016-06-03,100%,t,North Beacon Hill,1
15784748,Teresa,2014-05-20,100%,t,Fremont,1
40609457,Mary,2015-08-05,N/A,t,Roosevelt,2
53265478,Bill,2016-01-04,100%,t,Stevens,1
43906356,Stephen,2015-09-11,N/A,f,Genesee,1
237294625,Cara,2019-01-17,100%,t,Capitol Hill,1
1016427,Eddie,2011-08-24,N/A,f,Greenwood,1
237650812,Aaron,2019-01-19,100%,t,Ballard,1
24129360,Shawn,2014-11-24,N/A,t,Atlantic,1
3584275,Daniel,2012-09-16,100%,f,Dunlap,3
41643403,Elizabeth,2015-08-16,50%,f,Greenwood,1
238778058,Matt,2019-01-24,N/A,f,Magnolia,1
54521468,Rebecca,2016-01-13,100%,t,Genesee,2
143060164,Todd,2017-07-28,100%,t,,2
1154670,Alex,2011-09-13,100%,t,Belltown,6
113716480,Waunda,2017-01-28,100%,t,,2
43384036,Ronny,2015-09-04,100%,t,Junius Heights,10
56280482,Jeff,2016-01-26,100%,t,Dunlap,2
10896167,Olivia,2013-12-29,N/A,f,Queen Anne,1
239369219,Ryan,2019-01-27,90%,t,Wallingford,1
8060632,Miranda,2013-08-10,100%,t,High Point,2
92009169,Luke,2016-08-26,N/A,f,Green Lake,1
41768167,Sarah,2015-08-17,100%,t,North Delridge,3
3031025,Andy,2012-07-23,100%,t,Ballard,1
7462376,Elliott,2013-07-13,N/A,f,Wedgewood,1
30122761,Aaron,2015-03-27,100%,f,Ballard,1
328476,Naoko & Henry,2010-12-27,100%,t,Palermo,2
114830330,Sarah,2017-02-04,N/A,t,,1
240451879,Nick,2019-02-01,100%,f,Queen Anne,1
78475236,Charles,2016-06-18,100%,f,Mathews Beach,2
1511931,Clay & Gretchen,2011-12-17,100%,t,Minor,1
209661273,Emily,2018-08-15,100%,t,First Hill,1
187982569,Joyce,2018-05-05,100%,t,Crown Hill,1
230287218,Dorothy,2018-12-12,76%,f,Dunlap,6
211770882,Fallon,2018-08-26,100%,t,Holly Park,2
55417590,Jose,2016-01-20,100%,t,South Lake Union,2
7593634,Dustin,2013-07-19,N/A,t,Belltown,1
152273641,Vivien,2017-09-27,100%,t,North Beacon Hill,5
2129659,Eowyn,2012-04-13,N/A,f,Columbia City,1
241584087,Brian And Anh,2019-02-06,100%,t,North Delridge,1
8009691,Glenn,2013-08-07,100%,t,Atlantic,10
243342622,Gloria,2019-02-15,20%,f,Minor,1
243941949,Guixia,2019-02-18,N/A,f,View Ridge,1
62830952,Aaron,2016-03-13,100%,t,,1
41673708,Stephen,2015-08-16,100%,t,Wallingford,1
135551306,Jim,2017-06-17,100%,t,Mathews Beach,2
7002402,Elisabeth,2013-06-19,100%,t,Greenwood,1
94706699,Modern Luxe Condos,2016-09-11,90%,f,Belltown,11
15874513,Adam,2014-05-22,N/A,f,Queen Anne,2
29513397,Alyssa,2015-03-17,N/A,f,,1
218614836,Jj,2018-10-03,N/A,f,Alki,1
245014020,Grace,2019-02-23,0%,f,University District,3
31766158,Cindy,2015-04-23,N/A,t,Atlantic,1
50412282,Kelly,2015-12-02,100%,t,Ballard,1
11274242,Loida,2014-01-13,N/A,f,Columbia City,2
40235104,Reese,2015-08-01,100%,f,Belltown,0
4006667,Lori,2012-10-29,100%,t,Ballard,1
19739043,Richard / Kelly,2014-08-09,N/A,t,Columbia City,2
7533180,Simon,2013-07-16,100%,f,Montlake,1
6368615,Brietta,2013-05-13,100%,t,The Junction,1
245783618,Ahmed,2019-02-27,N/A,t,Capitol Hill,1
17679723,Stephen,2014-07-05,N/A,t,North Beacon Hill,3
619179,Ida & Hanif,2011-05-24,100%,t,Montlake,1
4459999,Donn,2012-12-21,N/A,f,Stevens,1
112697742,Therese,2017-01-22,100%,t,Bryant,1
38581680,Erika,2015-07-15,100%,t,Greenwood,1
100113228,Julia,2016-10-17,N/A,t,Minor,1
26020679,Abigail,2015-01-12,N/A,f,Wedgewood,0
36397791,Brennen,2015-06-22,N/A,t,,1
3499341,Michael,2012-09-07,100%,t,Belltown,4
59072708,Tianen,2016-02-16,100%,f,Rainier View,5
247058297,Melissa,2019-03-05,N/A,t,Georgetown,2
247283146,Doug,2019-03-06,100%,t,Leschi,0
247549339,Lindsay,2019-03-08,100%,t,Pike Place Market,0
52800656,Daniel,2015-12-30,100%,t,,1
165911966,Miriam,2018-01-04,100%,t,,0
86323915,Jenny,2016-07-27,N/A,t,,1
225845,Lisa,2010-09-06,80%,f,Capitol Hill,8
30927333,Chris & Casi,2015-04-09,100%,t,,1
248084367,Frank,2019-03-10,50%,t,,1
181358648,Max & Melissa,2018-03-29,100%,t,North Delridge,1
1281652,Daniel,2011-10-12,100%,t,Magnolia,1
222592495,Executive Stay Inc Seattle,2018-10-25,100%,f,International District,52
248962106,Eric,2019-03-15,100%,t,Queen Anne,1
183583319,Alex,2018-04-10,98%,t,Pike Place Market,3
4656446,A.C.,2013-01-10,100%,t,Pacific Beach,186
15448957,Libby,2014-05-12,100%,t,University District,1
246829135,Christopher,2019-03-04,0%,f,Atlantic,1
754267,Betsey,2011-06-28,N/A,f,Minor,1
249647830,Brian,2019-03-18,N/A,t,North Delridge,1
15651716,Kristin,2014-05-17,N/A,t,Arbor Heights,1
1528938,Khristy & Fletcher & Winslow,2011-12-22,100%,t,,1
4719178,Liz,2013-01-16,100%,t,Magnolia,1
250118922,Ella,2019-03-20,N/A,t,Minor,3
250175998,Holly And Matt,2019-03-20,100%,t,Magnolia,2
15086116,Merrill,2014-05-04,100%,t,Columbia City,0
5687287,Hayden,2013-03-30,86%,t,Bitter Lake,1
593515,Sarah,2011-05-16,100%,t,Capitol Hill,1
39643509,Shannon,2015-07-26,100%,f,Broadview,1
1603887,Ozan,2012-01-13,N/A,f,Magnolia,1
149734533,Ezra,2017-09-08,100%,f,Downtown Seattle,8
280827,Daniel,2010-11-07,100%,t,South Delridge,1
49297423,Greg & Joy,2015-11-17,100%,f,South Delridge,2
110154,Norea,2010-04-18,100%,t,Columbia City,1
109522074,John,2017-01-02,100%,t,Ballard,1
103482739,Nate,2016-11-12,100%,t,Ravenna,1
22823006,Steve,2014-10-21,N/A,f,,1
195615801,Ann,2018-06-14,100%,t,Green Lake,1
251831101,Ann,2019-03-28,100%,t,Capitol Hill,3
42724964,Elaine,2015-08-27,N/A,t,Georgetown,1
29663213,Elliot,2015-03-20,100%,t,Queen Anne,2
163189955,Ashley,2017-12-18,100%,t,Cedar Park,6
20651975,Ashley,2014-08-28,75%,f,Ballard,1
252665253,Erica,2019-04-01,N/A,t,Mount Baker,1
38082225,Cecilia,2015-07-10,100%,f,Haller Lake,0
102502405,Paul,2016-11-04,N/A,f,Central Business District,2
4325901,Kimberly,2012-12-04,100%,t,Columbia City,2
253105562,Theo,2019-04-03,N/A,f,Broadview,1
28440152,Elder,2015-02-27,100%,f,North Beacon Hill,1
253355372,Maria,2019-04-04,100%,t,Ballard,1
15231441,Gabe,2014-05-07,100%,t,Fremont,1
5588890,Violet,2013-03-23,N/A,t,Alki,1
29688752,Tim,2015-03-20,100%,t,Queen Anne,1
85038298,Kathleen,2016-07-21,100%,t,Pinehurst,2
254175280,Dean,2019-04-08,0%,f,Wallingford,1
7321624,Carlos A.,2013-07-06,100%,t,Belltown,2
126031305,Vanessa,2017-04-15,100%,t,North Admiral,10
253907249,Jay,2019-04-07,100%,f,Ravenna,1
82931049,Allison,2016-07-10,88%,t,Maple Leaf,1
16719911,Jingjing,2014-06-12,N/A,t,University District,1
255254827,Anna,2019-04-11,N/A,t,Ballard,1
255399130,Lane & Lloyd,2019-04-12,100%,t,Queen Anne,2
124558729,Matt,2017-04-06,100%,f,First Hill,17
71719049,Jennifer,2016-05-12,N/A,f,Meadowbrook,2
16061691,Mika & Kenny,2014-05-27,N/A,t,North Beacon Hill,1
47341825,Roger,2015-10-24,100%,t,Green Lake,0
72337924,Blake & Lauren,2016-05-16,100%,t,Greenwood,1
123282042,Katya,2017-03-29,100%,t,Laurelhurst,1
103364909,Hadi,2016-11-11,100%,f,Olympic Hills,1
250604438,Summer,2019-03-23,100%,t,,1
256057103,Wendy,2019-04-15,N/A,f,Ballard,2
188770485,Birungi,2018-05-09,N/A,f,Columbia City,1
25322169,Rabecca,2014-12-28,93%,f,Fauntleroy,5
256219797,Ashly,2019-04-16,N/A,f,Lower Queen Anne,4
13871216,Andria,2014-04-03,90%,f,Greenwood,2
60161696,Ning,2016-02-24,100%,t,Green Lake,1
254786010,Alex,2019-04-11,N/A,t,Capitol Hill,1
253535695,Alex,2019-04-05,100%,t,West Queen Anne,1
2823295,David,2015-05-03,100%,t,,1
2370047,Susie & Mike,2012-05-14,100%,t,Broadview,0
257442365,Wan,2019-04-22,100%,t,First Hill,1
193954244,Teddy,2018-06-06,100%,t,,1
9423452,Daniel,2013-10-14,100%,t,,1
13738007,Chris,2014-03-31,N/A,f,Queen Anne,1
42062505,Erin,2015-08-20,N/A,f,Greenwood,2
163768268,Tk,2017-12-23,100%,t,Atlantic,1
129299910,Amina,2017-05-07,100%,f,Licton Springs,1
15547248,Nigel,2014-05-15,N/A,t,Greenwood,1
141220384,Cyndy,2017-07-18,100%,t,Licton Springs,1
258252490,Kelly And Michiel,2019-04-26,100%,t,Ballard,1
235978213,Eugene,2019-01-11,100%,t,Seaview,1
9130199,Mel,2013-09-29,N/A,t,Capitol Hill,1
258231696,Mackenzie,2019-04-26,0%,f,First Hill,14
242417904,Amy,2019-02-11,100%,t,Dunlap,1
2440378,Kristen,2012-05-22,N/A,f,Wallingford,1
37143097,Jessica,2015-06-30,N/A,t,North Admiral,0
257232141,Yaru,2019-04-21,100%,t,Belltown,0
57816030,Brian,2016-02-07,N/A,f,Ravenna,1
33692214,Sean,2015-05-18,100%,t,Crown Hill,1
185368272,Peyman,2018-04-20,N/A,t,Wedgewood,2
4460223,Shane,2012-12-21,N/A,f,First Hill,3
130366604,Logan,2017-05-15,97%,f,Belltown,27
229088971,Eza,2018-12-04,100%,f,Rainier Beach,1
259577191,Gonzalo,2019-05-03,N/A,f,North Beacon Hill,1
259125705,Carter,2019-05-01,67%,f,North Beacon Hill,1
121596336,Sydney And Josh,2017-03-19,100%,t,Highland Park,3
244212300,Debbie,2019-02-19,100%,t,Montlake,1
2434555,Mary Jo,2012-05-22,100%,t,Minor,1
27267565,Gabrielle,2015-02-05,100%,t,Phinney Ridge,1
60645407,Alyssa,2016-02-27,90%,t,Columbia City,1
250707031,Dan,2019-03-23,100%,t,Mount Baker,9
196485179,Alex,2018-06-18,N/A,f,Central Business District,2
260493146,Devin,2019-05-07,100%,f,Capitol Hill,1
8253756,James,2013-08-19,100%,t,Greenwood,1
158256672,Sarah,2017-11-11,N/A,f,,1
350051,Dorothy,2011-01-16,N/A,t,Madrona,0
9583348,Emily,2013-10-22,N/A,t,Ballard,1
258206632,Jamie,2019-04-26,100%,f,Genesee,5
261034932,Patrick,2019-05-10,70%,t,Minor,1
261262633,Rld,2019-05-12,N/A,f,Green Lake,1
23993888,Roman,2014-11-21,100%,t,First Hill,2
71043215,Susan,2016-05-09,50%,t,North Beacon Hill,1
33745235,Zia,2015-05-19,100%,t,Meadowbrook,1
237341400,Kyle & Megan,2019-01-18,100%,t,Pike Place Market,0
14450118,Star,2014-04-18,N/A,f,Minor,1
261689152,Kirsty,2019-05-14,100%,t,Queen Anne,1
261716202,Chad & Sarah,2019-05-14,100%,t,Seaview,0
261840044,Robert,2019-05-14,N/A,f,North Delridge,1
260293621,Michael And Elise,2019-05-07,67%,f,Capitol Hill,3
71181566,Jesus,2016-05-09,0%,f,Queen Anne,3
211011898,Marianne,2018-08-21,100%,t,Queen Anne,0
9485643,Adjua,2013-10-17,100%,t,Minor,1
2020017,Michael,2012-03-27,100%,t,North Beach/Blue Ridge,1
105562832,Natalie,2016-11-29,100%,t,Queen Anne,1
28071246,Belinda,2015-02-20,N/A,f,Ravenna,1
262423287,Martha,2019-05-17,100%,f,Phinney Ridge,1
95030423,Eric,2016-09-13,100%,t,Rainier Beach,1
20959955,Josh,2014-09-05,100%,f,Fremont,1
30808729,Andrea,2015-04-07,100%,f,Wallingford,1
3188163,Giovannina,2012-08-07,100%,f,Arbor Heights,1
262865062,Deniz,2019-05-19,100%,t,Lower Queen Anne,2
12272762,Caridad,2014-02-16,100%,t,,1
217792435,Patrick & Savannah,2018-09-28,100%,f,,2
1526315,Bryan,2011-12-21,100%,t,Truckee,4
51816582,Fei,2015-12-20,100%,f,Queen Anne,0
67763902,Bruce,2016-04-18,100%,t,,2
17079859,Brady,2014-06-21,100%,t,Maple Leaf,1
3352710,Andrew,2012-08-23,N/A,t,Ballard,1
263536057,Thomas,2019-05-22,100%,t,Queen Anne,1
68756306,Justin,2016-04-24,100%,t,Minor,1
26684282,Alex,2015-01-25,N/A,f,Ballard,0
20822998,Karen,2014-09-01,100%,t,,0
20272449,Amanda,2014-08-19,100%,t,Arbor Heights,1
263943799,Ken,2019-05-24,N/A,f,North Beacon Hill,1
51073671,Sonia,2015-12-11,N/A,t,,2
144183868,Kurt,2017-08-03,100%,f,Pioneer Square,9
6645290,Casey,2013-05-29,N/A,f,Wallingford,1
263971694,Angela,2019-05-24,N/A,f,Magnolia,2
6530709,Michal,2013-05-22,N/A,f,North Admiral,1
55174894,Aaron,2016-01-18,100%,t,South Beacon Hill,1
862329,Prez & 'Keia,2011-07-24,N/A,f,Brighton,1
264641633,Mariko,2019-05-28,100%,t,Mount Baker,1
264959647,Susan,2019-05-29,N/A,f,Ballard,1
25068452,Sharon,2014-12-21,100%,t,Green Lake,2
29039898,Amy,2015-03-09,100%,t,Kihei/Wailea,4
23316438,Justin,2014-11-03,90%,t,Atlantic,2
20324119,Shreya,2014-08-20,N/A,t,Ballard,1
17932360,Kristi,2014-07-10,100%,t,Northeast Seattle,0
265441091,Yubo,2019-05-31,N/A,f,University District,10
26554998,Vanessa,2015-01-22,100%,t,Magnolia,1
266331121,Ibrahim,2019-06-04,100%,t,Queen Anne,0
132699266,Nest,2017-05-30,80%,f,Stevens,2
79017320,Cristina,2016-06-21,100%,t,North Delridge,0
266614769,Ivy,2019-06-05,100%,f,Queen Anne,3
7503479,Nina,2013-07-15,N/A,f,Minor,1
12209677,Calvin/Diane,2019-05-10,N/A,t,Montlake,1
79402947,Jenna,2016-06-23,100%,f,Green Lake,4
267415666,Christopher David,2019-06-09,100%,f,South Delridge,0
55584831,Esther,2016-01-21,100%,t,North Admiral,0
267664472,Lisa,2019-06-10,N/A,f,Wallingford,2
197508857,Jordan,2018-06-23,N/A,t,Alki,0
267698038,Bryce,2019-06-10,100%,f,Stevens,0
267840066,Mark,2019-06-11,100%,t,Maple Leaf,1
24329837,Stephen,2014-11-30,N/A,f,Wallingford,1
267991359,Dennis,2019-06-12,100%,f,Downtown Seattle,1
267928562,Meehye,2019-06-11,0%,f,University District,8
14906470,Alec,2014-04-29,100%,t,Minor,0
6028619,Chance,2013-04-21,N/A,t,Gatewood,1
268194768,Rebecca,2019-06-12,N/A,f,South Delridge,0
16642501,Kat,2014-06-10,100%,t,Ballard,1
14441275,David,2014-04-18,100%,t,Green Lake,0
268402732,RealEstateInvestmentLLC,2019-06-13,100%,f,Mount Baker,0
74088968,Joyce,2016-05-26,100%,t,,1
268657473,Diane,2019-06-14,100%,t,Phinney Ridge,0
35262125,Yui,2015-06-08,N/A,t,University District,2
268799519,Andrew,2019-06-15,N/A,t,Maple Leaf,0
82750124,Pattie,2016-07-09,100%,t,Stevens,1
264064397,Matthew,2019-05-25,N/A,f,Ballard,1
277198794,Marqueen Hotel,2019-07-18,N/A,f,Lower Queen Anne,5
277198489,Inn At Queen Anne,2019-07-18,N/A,f,Lower Queen Anne,2
8119491,Esther,2013-08-12,N/A,f,Capitol Hill,1
15201627,Kaeli,2014-05-07,N/A,f,,2
14523275,Jennie,2014-04-21,100%,t,South Delridge,1
23747799,Kristi,2014-11-14,100%,f,Queen Anne,0
183750320,Annamarie,2018-04-11,N/A,f,,1
209142715,Ellen,2018-08-12,94%,t,Wallingford,0
8291981,Lynn,2013-08-20,100%,t,North Beacon Hill,0
27605476,Jeremy,2015-02-11,100%,t,,1
8048559,Elena,2013-08-09,N/A,f,Queen Anne,1
41278972,Courtney,2015-08-12,100%,t,Cedar Park,1
268374376,Hotel Max,2019-06-13,N/A,f,Belltown,13
